source_id,ra,dec,parallax,pmra,pmdec,phot_g_mean_mag,bp_rp,target_class
1196737700107586176,238.31521395932,17.56986211425,0.1742,-11.729,-4.87,13.912218,0.609304,RR
1197500245782607488,236.26798303554,17.61212247108,0.154,-1.866,-13.504,13.327487,0.546102,RR
1198085254685725824,241.6199521786,15.36821954155,0.3107,-3.389,-14.266,12.873546,0.725245,RR
1198714896890118272,244.18024924422,16.8899623674,0.1342,-1.01,-4.836,14.565707,0.526935,RR
1199073200242543872,243.17754593457,17.98743094933,0.2933,1.403,-5.894,13.175563,0.634847,RR
1199461602726170496,239.23462701545,17.10513052866,0.2612,-13.735,-1.143,13.375797,0.431191,RR
1199539152654966272,240.51578046319,17.48069595448,0.9975,-3.663,5.665,10.893827,0.357065,RR
1199646939153511168,241.92742190548,17.01798769283,0.21,2.322,-6.756,13.640631,0.408843,RR
1199789875664577024,242.71576629016,17.72111255614,0.703,-6.91,-11.445,17.494577,1.77557,RR
1200233872204278528,244.48736977257,17.31554729111,0.1631,-2.575,-11.226,14.574689,0.490949,RR
1200562248223883776,243.59687616946,17.94303832591,0.1985,-0.35,-16.415,14.238376,0.768239,RR
1200844925791992960,245.8323506653,18.6401180312,0.1356,-9.033,-8.367,14.470209,0.370948,RR
1202996773127192192,239.03390421838,19.07919240875,0.1774,-5.902,-11.688,15.187308,0.615505,RR
1203827144924434688,238.10360581374,19.60873996099,0.1507,-2.175,0.9,14.512391,0.664878,RR
1204725514642910080,242.09596269705,19.82249597988,0.1577,-9.763,-1.675,14.458107,0.64318,RR
1205185484163188736,242.27725659091,21.420930517,0.4397,-13.864,-6.123,12.652119,0.441755,RR
1206539395294666240,241.75304848498,23.16323194563,0.1279,-11.954,3.363,14.560536,0.62902,RR
1207978041835331712,232.0580964147,17.37811696555,0.1712,-4.356,-16.302,14.090164,0.372715,RR
1207992850882594560,232.34110631773,17.50176806664,0.1459,-8.886,-3.604,14.941809,0.688246,RR
1209051543141041920,230.10377426195,18.51815904509,0.1681,-3.608,-14.012,14.294478,0.680728,RR
1209157749092348160,230.56750153153,18.81592379827,0.1518,-12.822,2.151,14.348657,0.455685,RR
1209556184618394240,232.8538991765,18.2322819043,0.4155,-7.638,-20.86,12.694292,0.503156,RR
1210539457251263744,232.96671953187,19.48048343001,0.1527,-2.846,-1.497,15.000798,0.729657,RR
1212106604918313728,228.82947816017,18.65772127692,0.4279,-3.55,-4.228,12.85601,0.687264,RR
1212368082527527680,228.75447191894,19.44311098006,0.3966,-5.617,-10.573,12.841503,0.681232,RR
1212448759193516672,228.61568929267,19.99731066426,0.1732,-1.0,-14.643,14.383913,0.680329,RR
1214030063072061312,229.93219770714,20.56893964145,0.1431,-1.269,-10.909,14.861016,0.619877,RR
1215328826822598784,229.37224438723,22.74424137226,0.1426,-3.432,-4.217,14.240032,0.636825,RR
1216072882661105280,235.96614280345,20.32004890114,0.1359,-4.614,-3.294,14.77216,0.557834,RR
1216204793995295104,236.48862830148,20.77974695956,0.1565,-6.8,-2.305,14.88462,0.663806,RR
1216506025822083456,236.14498655544,21.58390900587,0.1187,-10.954,-1.368,14.527571,0.446918,RR
1216673735703491072,237.62491457961,21.90951868443,0.2559,-13.024,-21.317,13.403668,0.440941,RR
1220686987506660608,233.76934112795,23.05069211811,0.1302,-7.455,-14.31,14.888424,0.675489,RR
1222181807922882944,233.60601760346,25.08898012758,0.2813,-4.28,-2.344,13.523111,0.454321,RR
1223679342759114752,236.94464885316,27.41596553745,0.4285,-5.085,-11.093,12.315246,0.684104,RR
1225270129924418048,213.27971393193,10.42238398713,2.5626,4.309,-1.83,16.483837,0.507134,RR
1225748211324181632,216.29427928352,12.18592963369,0.3857,7.009,-18.704,13.339427,0.48156,RR
1228306981040269312,217.59067514751,15.09192906194,0.1923,-0.123,-11.385,14.4502,0.573211,RR
1229485794944129024,211.03483439277,12.17602958251,0.2466,4.743,-24.417,13.629272,0.649897,RR
1229973600149795456,211.29287133996,14.08076524545,0.2213,-1.522,-6.334,13.3927,0.593931,RR
1231010851931618688,208.89389009741,14.83594517978,0.1758,-15.425,-4.105,13.848746,0.47373,RR
1231954954464008064,214.33111052914,15.60749230318,0.1338,-6.304,-12.203,14.515441,0.343761,RR
1232697983804966784,214.53840961265,17.23194849468,0.1683,-2.324,-9.396,14.14304,0.456876,RR
1234060931546830336,219.11206983885,14.99238988311,0.1475,-1.897,-12.064,14.562715,0.624433,RR
1234282826737163264,218.77750699434,15.44605249178,0.2223,-0.937,-9.974,14.606697,0.58503,RR
1234729400256865664,221.89682755987,16.845262636,1.1188,-23.782,-37.953,10.61196,0.461468,RR
1234735207052648960,221.98934176812,16.87015147379,0.142,-13.872,-7.098,14.724512,0.601792,RR
1235065369778588032,220.13580265917,17.59923902835,0.3736,-23.184,0.45,12.963868,0.583283,RR
1236419658866435840,223.13942726987,18.04079454719,0.219,-4.459,-1.454,13.725881,0.620966,RR
1236798268823394816,222.0613882589,19.33858867677,0.1774,-0.994,-8.038,13.922174,0.388536,RR
1236969895716596096,224.29050909565,19.25425365789,0.1773,-11.829,-0.22,14.402639,0.671685,RR
1239603363504114560,217.75369791738,20.42549092666,0.166,-6.828,-6.498,14.028727,0.65784,RR
1239842953959902464,215.72410831958,19.53874526925,0.1413,-12.506,-10.972,14.047609,0.604112,RR
1240619037370564352,216.37244060056,20.96286384302,0.3316,-0.609,-23.241,13.150183,0.612429,RR
1241216347062454144,219.91174023393,21.50838828643,0.3017,-8.753,-28.418,12.735433,0.645117,RR
1242187353268403200,217.72162486097,21.86452027111,0.1388,-6.972,-10.219,14.445316,0.386906,RR
1242785521953676288,218.42816590594,23.161680386,0.1272,0.096,-10.8,14.727347,0.689518,RR
1244692831030704128,208.30364518425,17.21251879965,0.18,-6.305,-11.638,14.462827,0.584549,RR
1247419306334288896,211.22670257746,21.45169512527,0.3883,-3.617,-21.474,12.288692,0.364761,RR
1247621002294070784,205.1907126244,17.81982808253,0.6753,-24.167,-1.542,11.158917,0.637836,RR
1249181552891425792,203.82238685392,20.51347468362,0.1816,-13.016,-3.717,13.940476,0.421071,RR
1252055779366233344,214.0129652897,20.06037159231,0.3237,-13.834,-20.788,12.760451,0.640513,RR
1254547100915110144,216.10676413706,23.05392797836,1.3012,29.703,-79.578,9.977716,0.707167,RR
1255847307774827264,215.76934442285,25.27450038841,0.2402,-16.663,-20.545,13.61657,0.441939,RR
1256580505936194304,210.42744930389,22.5043391371,0.1251,5.223,-5.233,14.431799,0.535403,RR
1257263513111088896,213.35115724042,24.59982937407,0.199,-14.275,-4.27,14.041563,0.651475,RR
1257428955251308032,211.50738851439,24.57073862234,0.3195,-4.156,-17.909,12.960563,0.583427,RR
1257908411040587136,210.12095403223,25.09554011337,0.243,-6.108,-3.291,13.44639,0.378001,RR
1258111133496883840,209.58781288807,25.30676246064,0.1479,0.066,-7.748,14.915168,0.660816,RR
1258216858411759232,210.66267667769,24.9634510604,0.2021,-2.818,-16.889,13.723516,0.612947,RR
1258317631228962816,210.7417189815,25.53651244265,0.1626,-2.066,-10.236,14.649411,0.58079,RR
1259112651150743552,212.59279811175,25.74245882388,0.1672,-9.686,-4.089,14.036711,0.363511,RR
1260480306176910976,214.13413595038,27.65813976986,0.1933,-12.311,1.253,14.208957,0.59396,RR
1260564521895678208,213.85619840418,28.28216739457,0.2057,-16.16,-3.602,13.799151,0.602687,RR
1261562981533064576,225.02611320552,21.79513585636,0.1444,-0.212,-11.023,14.251658,0.564256,RR
1261627715280176256,226.69201328157,21.43791709718,0.1701,-9.422,-4.464,14.751345,0.569063,RR
1264282554825038080,229.64285969024,25.07234714501,0.1311,1.034,-13.906,14.525139,0.634026,RR
1264746445652712320,225.53877878597,24.49507230665,0.1547,-15.865,6.305,13.894609,0.638757,RR
1264851345933971840,226.75757828914,25.24078195398,0.1771,-2.049,-14.554,14.403128,0.425929,RR
1265474631587787904,227.45764876444,26.85395491474,0.1826,-3.33,-20.652,13.630864,0.653243,RR
1265765555492764544,222.83355976725,23.54166914038,0.3171,-18.556,-0.299,12.590669,0.393924,RR
1265851523557835520,221.50116948557,23.31227273405,0.2006,-8.44,-3.338,13.767458,0.616943,RR
1266432409295131776,222.43713734569,24.48619437438,0.2226,8.679,-17.956,13.164356,0.69832,RR
1267531955282498688,221.91785166696,25.97746522003,0.1617,-1.095,-11.264,14.803388,0.630772,RR
1268064806104879872,224.22776239887,25.58359535195,0.3056,-11.804,-3.355,13.080586,0.544258,RR
1268461626723510784,226.47359672667,27.09282947677,0.2193,-4.99,-7.809,15.429967,0.74497,RR
1269371644394005120,223.79694432666,28.04217393131,0.1351,-4.409,-1.153,14.652802,0.64654,RR
1270551008059102336,230.58931050572,26.87712476966,0.5051,-5.229,-1.079,11.97408,0.600148,RR
1274486950444441216,233.5068098408,32.25484858195,0.1684,-8.883,-3.523,14.445381,0.366174,RR
1275071031640488832,227.61330005473,29.7166399884,0.1141,-7.562,-6.379,14.329658,0.655803,RR
1278366164906486784,229.76600774945,33.49952039935,0.1277,-8.375,0.691,14.634608,0.646012,RR
1278649426588909056,231.80954214067,34.24782144337,0.2366,-17.768,-12.113,13.197307,0.607933,RR
1278880014793048576,229.96206699901,34.84424419054,0.1323,-8.644,-0.965,14.287841,0.576322,RR
1279064217349654912,219.74881526454,25.14500263225,0.2445,-16.365,-21.785,13.502264,0.615385,RR
1279159050227582208,219.28766814995,25.74621030755,0.2958,1.782,-13.421,13.824845,0.576371,RR
1280132014939378176,220.55568474156,28.20657231673,0.3618,-2.538,3.809,12.575849,0.568691,RR
1280441493102352640,217.54919838336,26.94027237457,0.2881,-14.354,-4.146,13.201635,0.408911,RR
1280674589567539072,217.6480165322,28.19700729174,0.1501,-15.596,0.765,13.861978,0.631684,RR
