source_id,bp_rp,target_class,period
2038365781911994112,1.80851,CEP,87.101305317821
2039259886717168896,1.375599,CEP,44.9658314199022
2045359534871088384,1.132775,CEP,5.57190100079726
2049057604777831936,0.969089,CEP,1.8874388635206
2049531563002338432,0.854466,CEP,1.60119727115255
2054832033681200384,3.450894,CEP,7.29755121671304
2054948959874129408,2.672366,CEP,5.85676904984548
2055014277739104896,1.759204,CEP,5.95493917576591
2055076881193162496,3.432807,CEP,22.32228081542
2055122987639665664,2.226219,CEP,4.95235253746653
2055324236938822272,3.516427,CEP,8.67194538251853
2055676218106967936,3.346468,CEP,5.49988634093729
2055722599436380416,3.155397,CEP,9.82465848591577
2055809495218465152,2.114818,CEP,6.7173915197933
2055835819085546752,3.595141,CEP,5.7402146820178
2055881689337758336,2.504493,CEP,11.5570788750555
2056068193989793792,2.101576,CEP,4.61207222909039
2057125408779118464,3.378957,CEP,9.94370164639288
2057392418305405824,2.636385,CEP,11.8156181409966
2058374144759464064,1.681824,CEP,17.0686861055712
2058874388200159872,2.132483,CEP,7.57831075014199
2058895313281315840,2.607209,CEP,9.44398857799521
2059001995949587840,2.470118,CEP,12.9731080022693
2059035466654739968,2.910444,CEP,9.70665276290666
2059598687167348352,2.017752,CEP,6.22561089723398
2059881712659581056,2.990289,CEP,3.8605571930232
2060021625508894592,1.348202,CEP,4.36467231452237
2060460704279873536,2.135729,CEP,4.94502035975831
2060907591353171840,2.662478,CEP,8.84983047873807
2061129486527124864,2.77194,CEP,3.43807411543786
2061246206571925504,2.449965,CEP,5.05155035610887
2061395533983428992,2.709146,CEP,41.3343710567009
206211859601169792,1.861663,CEP,3.40705726340683
2062137223303117184,2.969676,CEP,7.01501166816338
2062267687221984128,2.474897,CEP,11.2112052304975
2063349022550766720,2.9233,CEP,14.0854793982565
2063816658582331776,3.522622,CEP,6.58280303860947
